order_number,discount_code,created_at,lineitem_name,athlete_name,product_name,is_game_jersey,has_jersey20,base_royalty,final_royalty,month_year,import_id
#2015,None,9/19/2025 10:10,Eddrick Lard | Jersey Style Hoodie - M,Eddrick Lard,Jersey Style Hoodie - M,FALSE,FALSE,5,5,2025-09,#2015_0_1762470585408
#2015,None,9/19/2025 10:10,Eddrick Lard | Jersey Style Shirt - XL,Eddrick Lard,Jersey Style Shirt - XL,FALSE,FALSE,5,5,2025-09,#2015_1_1762470585408
#2015,None,9/19/2025 10:10,Eddrick Lard | Jersey Style Shirt - 2XL,Eddrick Lard,Jersey Style Shirt - 2XL,FALSE,FALSE,5,5,2025-09,#2015_2_1762470585408
#2014,None,9/18/2025 22:18,Chris Artis | Jersey Style Long Sleeve Shirt - S,Chris Artis,Jersey Style Long Sleeve Shirt - S,FALSE,FALSE,5,5,2025-09,#2014_0_1762470585408
#2013,JERSEY20,9/18/2025 22:09,Carrie Hiler | Jersey Style Mesh Shorts - L,Carrie Hiler,Jersey Style Mesh Shorts - L,FALSE,TRUE,5,0,2025-09,#2013_0_1762470585408
#2013,JERSEY20,9/18/2025 22:09,Carrie Hiler | Jersey Style Hoodie - L,Carrie Hiler,Jersey Style Hoodie - L,FALSE,TRUE,5,0,2025-09,#2013_1_1762470585408
#2012,None,9/18/2025 17:21,Preston Reaves | Jersey Style Dad Hat,Preston Reaves,Jersey Style Dad Hat,FALSE,FALSE,5,5,2025-09,#2012_0_1762470585408
#2011,None,9/18/2025 16:52,Preston Reaves | Jersey Style Dad Hat,Preston Reaves,Jersey Style Dad Hat,FALSE,FALSE,5,5,2025-09,#2011_0_1762470585408
#2010,None,9/18/2025 7:05,Aryana Meadows | Game Day Jersey - 2XL,Aryana Meadows,Game Day Jersey - 2XL,TRUE,FALSE,10,10,2025-09,#2010_0_1762470585408
#2009,CLUTCH10,9/17/2025 14:55,Ava Salinas | Jersey Style Hoodie - L / White,Ava Salinas,Jersey Style Hoodie - L / White,FALSE,FALSE,5,5,2025-09,#2009_0_1762470585408
#2009,None,9/17/2025 14:55,Ava Salinas | Jersey Style Hoodie - XL / White,Ava Salinas,Jersey Style Hoodie - XL / White,FALSE,FALSE,5,5,2025-09,#2009_1_1762470585408
#2009,None,9/17/2025 14:55,Ava Salinas | Jersey Style Dad Hat - White,Ava Salinas,Jersey Style Dad Hat - White,FALSE,FALSE,5,5,2025-09,#2009_2_1762470585408
#2009,None,9/17/2025 14:55,Ava Salinas | Game Day Jersey - XL,Ava Salinas,Game Day Jersey - XL,TRUE,FALSE,10,10,2025-09,#2009_3_1762470585408
#2008,None,9/17/2025 12:27,Ayanah Williams | Jersey Style Long Sleeve Shirt - S,Ayanah Williams,Jersey Style Long Sleeve Shirt - S,FALSE,FALSE,5,5,2025-09,#2008_0_1762470585408
#2007,None,9/17/2025 12:16,Preston Reaves | Jersey Style Performance Shorts - 2XL,Preston Reaves,Jersey Style Performance Shorts - 2XL,FALSE,FALSE,5,5,2025-09,#2007_0_1762470585408
#2007,None,9/17/2025 12:16,Preston Reaves | Game Day Jersey - 3XL,Preston Reaves,Game Day Jersey - 3XL,TRUE,FALSE,10,10,2025-09,#2007_1_1762470585408
#2006,None,9/17/2025 0:19,Andrei Iosivas | Player Patch T-shirt - Sport Grey / L,Andrei Iosivas,Player Patch T-shirt - Sport Grey / L,FALSE,FALSE,5,5,2025-09,#2006_0_1762470585408
#2005,None,9/16/2025 22:35,Preston Reaves | Game Day Jersey - 2XL,Preston Reaves,Game Day Jersey - 2XL,TRUE,FALSE,10,10,2025-09,#2005_0_1762470585408
#2005,None,9/16/2025 22:35,Preston Reaves | Jersey Style Long Sleeve Shirt - 2XL,Preston Reaves,Jersey Style Long Sleeve Shirt - 2XL,FALSE,FALSE,5,5,2025-09,#2005_1_1762470585408
#2004,JERSEY20,9/16/2025 19:42,Ta’Kenan Anderson | Jersey Style Long Sleeve Shirt - S,Ta’Kenan Anderson,Jersey Style Long Sleeve Shirt - S,FALSE,TRUE,5,0,2025-09,#2004_0_1762470585408
#2003,None,9/16/2025 18:55,Jaden Kondor | Jersey Style Long Sleeve Shirt - XL,Jaden Kondor,Jersey Style Long Sleeve Shirt - XL,FALSE,FALSE,5,5,2025-09,#2003_0_1762470585408
#2002,None,9/16/2025 18:41,Jomar Ezell | Jersey Style Hoodie - S,Jomar Ezell,Jersey Style Hoodie - S,FALSE,FALSE,5,5,2025-09,#2002_0_1762470585408
#2001,None,9/15/2025 19:34,Kiera Edmonds | Jersey Style Hoodie - XL / Team Red,Kiera Edmonds,Jersey Style Hoodie - XL / Team Red,FALSE,FALSE,5,5,2025-09,#2001_0_1762470585408
#2001,None,9/15/2025 19:34,Kiera Edmonds | Jersey Style Hoodie - 2XL / Vintage Black,Kiera Edmonds,Jersey Style Hoodie - 2XL / Vintage Black,FALSE,FALSE,5,5,2025-09,#2001_1_1762470585408
#2001,None,9/15/2025 19:34,Kiera Edmonds | Jersey Style Long Sleeve Shirt - XL,Kiera Edmonds,Jersey Style Long Sleeve Shirt - XL,FALSE,FALSE,5,5,2025-09,#2001_2_1762470585408
#2000,None,9/15/2025 14:49,Cassi Rodgers | Jersey Style Hoodie - L / Black,Cassi Rodgers,Jersey Style Hoodie - L / Black,FALSE,FALSE,5,5,2025-09,#2000_0_1762470585408
#2000,None,9/15/2025 14:49,Cassi Rodgers | Jersey Style Shirt - M,Cassi Rodgers,Jersey Style Shirt - M,FALSE,FALSE,5,5,2025-09,#2000_1_1762470585408
#2000,None,9/15/2025 14:49,Cassi Rodgers | Jersey Style Performance Shorts - M,Cassi Rodgers,Jersey Style Performance Shorts - M,FALSE,FALSE,5,5,2025-09,#2000_2_1762470585408
#1999,None,9/12/2025 21:01,Jamarcus Robinson | Game Day Jersey - XL,Jamarcus Robinson,Game Day Jersey - XL,TRUE,FALSE,10,10,2025-09,#1999_0_1762470585408
#1998,None,9/12/2025 17:27,Jamarcus Robinson | Game Day Jersey - L,Jamarcus Robinson,Game Day Jersey - L,TRUE,FALSE,10,10,2025-09,#1998_0_1762470585408
#1997,None,9/12/2025 14:45,Aryana Meadows | Jersey Style Long Sleeve Shirt - L,Aryana Meadows,Jersey Style Long Sleeve Shirt - L,FALSE,FALSE,5,5,2025-09,#1997_0_1762470585408
#1996,None,9/12/2025 13:26,Deontate Hill | Jersey Style Hoodie - 2XL,Deontate Hill,Jersey Style Hoodie - 2XL,FALSE,FALSE,5,5,2025-09,#1996_0_1762470585408
#1995,None,9/11/2025 18:28,Deontate Hill | Jersey Style Hoodie - L,Deontate Hill,Jersey Style Hoodie - L,FALSE,FALSE,5,5,2025-09,#1995_0_1762470585408
#1994,None,9/11/2025 8:06,Jaylen Biggers | Game Day Jersey - XL,Jaylen Biggers,Game Day Jersey - XL,TRUE,FALSE,10,10,2025-09,#1994_0_1762470585408
#1993,JERSEY20,9/10/2025 18:19,Erick Cade | Game Day Jersey - L,Erick Cade,Game Day Jersey - L,TRUE,TRUE,10,0,2025-09,#1993_0_1762470585408
#1992,None,9/9/2025 19:36,Tremesha Harris | Jersey Style Snapback Hat - Black / White / White,Tremesha Harris,Jersey Style Snapback Hat - Black / White / White,FALSE,FALSE,5,5,2025-09,#1992_0_1762470585408
#1992,None,9/9/2025 19:36,Tremesha Harris | Jersey Style Snapback Hat - Black / Charcoal gray / Charcoal gray,Tremesha Harris,Jersey Style Snapback Hat - Black / Charcoal gray / Charcoal gray,FALSE,FALSE,5,5,2025-09,#1992_1_1762470585408
#1991,CLUTCH10,9/7/2025 19:19,Seth Chase | Jersey Style Shirt - XL,Seth Chase,Jersey Style Shirt - XL,FALSE,FALSE,5,5,2025-09,#1991_0_1762470585408
#1990,None,9/6/2025 15:45,Belle Munoz | Jersey Style Hoodie - L,Belle Munoz,Jersey Style Hoodie - L,FALSE,FALSE,5,5,2025-09,#1990_0_1762470585408
#1989,None,9/5/2025 18:41,Lauren Perry | Jersey Style Long Sleeve Shirt - 2XL,Lauren Perry,Jersey Style Long Sleeve Shirt - 2XL,FALSE,FALSE,5,5,2025-09,#1989_0_1762470585408
#1989,None,9/5/2025 18:41,Lauren Perry | Jersey Style Long Sleeve Shirt - 4XL,Lauren Perry,Jersey Style Long Sleeve Shirt - 4XL,FALSE,FALSE,5,5,2025-09,#1989_1_1762470585408
#1989,None,9/5/2025 18:41,Lauren Perry | Game Day Jersey - 4XL,Lauren Perry,Game Day Jersey - 4XL,TRUE,FALSE,10,10,2025-09,#1989_2_1762470585408
#1989,None,9/5/2025 18:41,Lauren Perry | Jersey Style Reversible Bucket Hat - L/XL,Lauren Perry,Jersey Style Reversible Bucket Hat - L/XL,FALSE,FALSE,5,5,2025-09,#1989_3_1762470585408
#1988,None,9/4/2025 19:26,Gabby Miller | Jersey Style Shirt - XL,Gabby Miller,Jersey Style Shirt - XL,FALSE,FALSE,5,5,2025-09,#1988_0_1762470585408
#1987,JERSEY20,9/4/2025 8:58,Pierre Ricks | Jersey Style Shirt - XL,Pierre Ricks,Jersey Style Shirt - XL,FALSE,TRUE,5,0,2025-09,#1987_0_1762470585408
#1987,JERSEY20,9/4/2025 8:58,Pierre Ricks | Jersey Style Hoodie - XL,Pierre Ricks,Jersey Style Hoodie - XL,FALSE,TRUE,5,0,2025-09,#1987_1_1762470585408
#1986,JERSEY20,9/3/2025 20:29,Jack Carroll | Jersey Style Long Sleeve Shirt - M / Maroon,Jack Carroll,Jersey Style Long Sleeve Shirt - M / Maroon,FALSE,TRUE,5,0,2025-09,#1986_0_1762470585408
#1985,JERSEY20,9/3/2025 20:21,Jack Carroll | Jersey Style Long Sleeve Shirt - XL / White,Jack Carroll,Jersey Style Long Sleeve Shirt - XL / White,FALSE,TRUE,5,0,2025-09,#1985_0_1762470585408
#1984,None,9/3/2025 18:59,Boston Petersen | Game Day Jersey - L,Boston Petersen,Game Day Jersey - L,TRUE,FALSE,10,10,2025-09,#1984_0_1762470585408
#1983,None,9/2/2025 20:27,Adam Agyemang | Jersey Style Shirt - L / Purple,Adam Agyemang,Jersey Style Shirt - L / Purple,FALSE,FALSE,5,5,2025-09,#1983_0_1762470585408
#1983,None,9/2/2025 20:27,Adam Agyemang | Jersey Style Long Sleeve Shirt - 2XL,Adam Agyemang,Jersey Style Long Sleeve Shirt - 2XL,FALSE,FALSE,5,5,2025-09,#1983_1_1762470585408
#1983,None,9/2/2025 20:27,Adam Agyemang | Jersey Style Long Sleeve Shirt - XL,Adam Agyemang,Jersey Style Long Sleeve Shirt - XL,FALSE,FALSE,5,5,2025-09,#1983_2_1762470585408
#1983,None,9/2/2025 20:27,Adam Agyemang | Game Day Jersey - 2XL,Adam Agyemang,Game Day Jersey - 2XL,TRUE,FALSE,10,10,2025-09,#1983_3_1762470585408
#1982,None,9/2/2025 9:06,Seth Chase | Jersey Style Shirt - 2XL,Seth Chase,Jersey Style Shirt - 2XL,FALSE,FALSE,5,5,2025-09,#1982_0_1762470585408
#1982,None,9/2/2025 9:06,Seth Chase | Game Day Jersey - 3XL,Seth Chase,Game Day Jersey - 3XL,TRUE,FALSE,10,10,2025-09,#1982_1_1762470585408
#1981,None,8/31/2025 0:34,Caden Dulin | Mural Shirt - Black / XL,Caden Dulin,Mural Shirt - Black / XL,FALSE,FALSE,5,5,2025-08,#1981_0_1762470585408
#1980,None,8/30/2025 11:06,Kameron McGee | Game Day Jersey - XL,Kameron McGee,Game Day Jersey - XL,TRUE,FALSE,10,10,2025-08,#1980_0_1762470585408
#1979,None,8/29/2025 19:59,Seth Chase | Jersey Style Shirt - 2XL,Seth Chase,Jersey Style Shirt - 2XL,FALSE,FALSE,5,5,2025-08,#1979_0_1762470585408
#1979,None,8/29/2025 19:59,Seth Chase | Game Day Jersey - 6XL,Seth Chase,Game Day Jersey - 6XL,TRUE,FALSE,10,10,2025-08,#1979_1_1762470585408
#1978,None,8/28/2025 19:02,Jacob Austin | Jersey Style Snapback Hat - Red,Jacob Austin,Jersey Style Snapback Hat - Red,FALSE,FALSE,5,5,2025-08,#1978_0_1762470585408
#1978,None,8/28/2025 19:02,Jacob Austin | Game Day Jersey - 2XL,Jacob Austin,Game Day Jersey - 2XL,TRUE,FALSE,10,10,2025-08,#1978_1_1762470585408
#1977,None,8/26/2025 15:41,Erick Cade | Jersey-Style Shirt - 4XL,Erick Cade,Jersey-Style Shirt - 4XL,FALSE,FALSE,5,5,2025-08,#1977_0_1762470585408
#1976,None,8/26/2025 13:33,Landon Boston | Jersey Style Youth Shirt - M,Landon Boston,Jersey Style Youth Shirt - M,FALSE,FALSE,5,5,2025-08,#1976_0_1762470585408
#1975,JERSEY20,8/25/2025 18:37,Belle Munoz | Jersey Style Long Sleeve Shirt - L,Belle Munoz,Jersey Style Long Sleeve Shirt - L,FALSE,TRUE,5,0,2025-08,#1975_0_1762470585408
#1975,JERSEY20,8/25/2025 18:37,Belle Munoz | Jersey Style Performance Shorts - S,Belle Munoz,Jersey Style Performance Shorts - S,FALSE,TRUE,5,0,2025-08,#1975_1_1762470585408
#1974,JERSEY20,8/25/2025 16:08,Belle Munoz | Jersey Style Dad Hat - Navy,Belle Munoz,Jersey Style Dad Hat - Navy,FALSE,TRUE,5,0,2025-08,#1974_0_1762470585408
#1974,JERSEY20,8/25/2025 16:08,Belle Munoz | Jersey Style Hoodie - L,Belle Munoz,Jersey Style Hoodie - L,FALSE,TRUE,5,0,2025-08,#1974_1_1762470585408
#1973,None,8/24/2025 16:10,Zoe Mish | Jersey Style Hoodie - XL,Zoe Mish,Jersey Style Hoodie - XL,FALSE,FALSE,5,5,2025-08,#1973_0_1762470585408
#1972,JERSEY20,8/22/2025 20:41,Kaleah Medeiros | Jersey Style Performance Shorts - S,Kaleah Medeiros,Jersey Style Performance Shorts - S,FALSE,TRUE,5,0,2025-08,#1972_0_1762470585408
#1972,JERSEY20,8/22/2025 20:41,Kaleah Medeiros | Jersey Style Hoodie - L,Kaleah Medeiros,Jersey Style Hoodie - L,FALSE,TRUE,5,0,2025-08,#1972_1_1762470585408
#1972,JERSEY20,8/22/2025 20:41,Kaleah Medeiros | Jersey Style Hoodie - M,Kaleah Medeiros,Jersey Style Hoodie - M,FALSE,TRUE,5,0,2025-08,#1972_2_1762470585408
#1972,JERSEY20,8/22/2025 20:41,Kaleah Medeiros | Jersey Style Dad Hat,Kaleah Medeiros,Jersey Style Dad Hat,FALSE,TRUE,5,0,2025-08,#1972_3_1762470585408
#1971,None,8/21/2025 19:51,Jalen Royal-Eiland | Jersey Style Crop Top - M,Jalen Royal-Eiland,Jersey Style Crop Top - M,FALSE,FALSE,5,5,2025-08,#1971_0_1762470585408
#1970,JERSEY20,8/20/2025 23:28,Erick Cade | Game Day Jersey - 2XL,Erick Cade,Game Day Jersey - 2XL,TRUE,TRUE,10,0,2025-08,#1970_0_1762470585408
#1970,JERSEY20,8/20/2025 23:28,Erick Cade | Game Day Jersey - XL,Erick Cade,Game Day Jersey - XL,TRUE,TRUE,10,0,2025-08,#1970_1_1762470585408
#1969,None,8/19/2025 20:29,Edward McNeil | Jersey Style Reversible Bucket Hat - L/XL,Edward McNeil,Jersey Style Reversible Bucket Hat - L/XL,FALSE,FALSE,5,5,2025-08,#1969_0_1762470585408
#1969,None,8/19/2025 20:29,Edward McNeil | Game Day Jersey - L,Edward McNeil,Game Day Jersey - L,TRUE,FALSE,10,10,2025-08,#1969_1_1762470585408
#1969,None,8/19/2025 20:29,Edward McNeil | Jersey Style Mesh Shorts - L,Edward McNeil,Jersey Style Mesh Shorts - L,FALSE,FALSE,5,5,2025-08,#1969_2_1762470585408
#1968,JERSEY20,8/19/2025 18:30,Jalen Royal-Eiland | Game Day Jersey - M,Jalen Royal-Eiland,Game Day Jersey - M,TRUE,TRUE,10,0,2025-08,#1968_0_1762470585408
#1967,JERSEY20,8/18/2025 23:06,Jalen Royal-Eiland | Game Day Jersey - M,Jalen Royal-Eiland,Game Day Jersey - M,TRUE,TRUE,10,0,2025-08,#1967_0_1762470585408
#1966,None,8/18/2025 14:38,Lylián Imán | Jersey Style Shirt - M,Lylián Imán,Jersey Style Shirt - M,FALSE,FALSE,5,5,2025-08,#1966_0_1762470585408
#1966,None,8/18/2025 14:38,Lylián Imán | Jersey Style Long Sleeve Shirt - L,Lylián Imán,Jersey Style Long Sleeve Shirt - L,FALSE,FALSE,5,5,2025-08,#1966_1_1762470585408
#1965,None,8/18/2025 12:47,Lylián Imán | Game Day Jersey - L,Lylián Imán,Game Day Jersey - L,TRUE,FALSE,10,10,2025-08,#1965_0_1762470585408
#1964,None,8/18/2025 12:37,Brian Stephens | Game Day Jersey - 3XL,Brian Stephens,Game Day Jersey - 3XL,TRUE,FALSE,10,10,2025-08,#1964_0_1762470585408
#1964,None,8/18/2025 12:37,Brian Stephens | Jersey Style Long Sleeve Shirt - 2XL / Black,Brian Stephens,Jersey Style Long Sleeve Shirt - 2XL / Black,FALSE,FALSE,5,5,2025-08,#1964_1_1762470585408
#1963,None,8/17/2025 20:57,Seth Chase | Game Day Jersey - 2XL,Seth Chase,Game Day Jersey - 2XL,TRUE,FALSE,10,10,2025-08,#1963_0_1762470585408
#1962,None,8/16/2025 22:17,Cam Flippen | Game Day Jersey - 4XL,Cam Flippen,Game Day Jersey - 4XL,TRUE,FALSE,10,10,2025-08,#1962_0_1762470585408
#1961,None,8/16/2025 19:01,Jordan Hutchinson | Game Day Jersey - 3XL,Jordan Hutchinson,Game Day Jersey - 3XL,TRUE,FALSE,10,10,2025-08,#1961_0_1762470585408
#1961,None,8/16/2025 19:01,Jordan Hutchinson | Jersey Style Crop Top - S,Jordan Hutchinson,Jersey Style Crop Top - S,FALSE,FALSE,5,5,2025-08,#1961_1_1762470585408
#1960,None,8/15/2025 21:19,Seth Chase | Game Day Jersey - M,Seth Chase,Game Day Jersey - M,TRUE,FALSE,10,10,2025-08,#1960_0_1762470585408
#1959,None,8/15/2025 11:36,Devin Paladino | Stand Up For Foster Kids Classic Tee - White / XL,Devin Paladino,Stand Up For Foster Kids Classic Tee - White / XL,FALSE,FALSE,5,5,2025-08,#1959_0_1762470585408
#1958,None,8/14/2025 16:45,Chloe Vasquez | Game Day Jersey - L,Chloe Vasquez,Game Day Jersey - L,TRUE,FALSE,10,10,2025-08,#1958_0_1762470585408
#1957,None,8/14/2025 4:09,Landon Boston | Game Day Jersey - L,Landon Boston,Game Day Jersey - L,TRUE,FALSE,10,10,2025-08,#1957_0_1762470585408
#1956,None,8/13/2025 20:30,Kenneth Fields | Jersey Style Hoodie - L / Vintage Black,Kenneth Fields,Jersey Style Hoodie - L / Vintage Black,FALSE,FALSE,5,5,2025-08,#1956_0_1762470585408
#1955,None,8/13/2025 10:19,Kyle Kaufelds | Jersey Style Shirt - L,Kyle Kaufelds,Jersey Style Shirt - L,FALSE,FALSE,5,5,2025-08,#1955_0_1762470585408
#1954,None,8/12/2025 19:33,Kenneth Fields | Jersey Style Hoodie - 2XL / Vintage Black,Kenneth Fields,Jersey Style Hoodie - 2XL / Vintage Black,FALSE,FALSE,5,5,2025-08,#1954_0_1762470585408
#1953,JERSEY20,8/12/2025 17:24,Kyle Kaufelds | Jersey Style Mesh Shorts - M,Kyle Kaufelds,Jersey Style Mesh Shorts - M,FALSE,TRUE,5,0,2025-08,#1953_0_1762470585408
#1952,None,8/11/2025 16:28,Tremesha Harris | Jersey Style Performance Shorts - L,Tremesha Harris,Jersey Style Performance Shorts - L,FALSE,FALSE,5,5,2025-08,#1952_0_1762470585408
#1951,None,8/10/2025 18:47,Kyra Jackson | Jersey Style Long Sleeve Shirt - XL,Kyra Jackson,Jersey Style Long Sleeve Shirt - XL,FALSE,FALSE,5,5,2025-08,#1951_0_1762470585408
#1951,None,8/10/2025 18:47,Kyra Jackson | Jersey Style Snapback Hat - Gold / Black / Black,Kyra Jackson,Jersey Style Snapback Hat - Gold / Black / Black,FALSE,FALSE,5,5,2025-08,#1951_1_1762470585408
#1951,None,8/10/2025 18:47,Kyra Jackson | Game Day Jersey - 5XL,Kyra Jackson,Game Day Jersey - 5XL,TRUE,FALSE,10,10,2025-08,#1951_2_1762470585408
#1950,None,8/9/2025 22:07,Truman Juelsgaard | Jersey Style Shirt - XL,Truman Juelsgaard,Jersey Style Shirt - XL,FALSE,FALSE,5,5,2025-08,#1950_0_1762470585408
#1949,JERSEY20,8/8/2025 17:15,Truman Juelsgaard | Jersey Style Long Sleeve Shirt - M,Truman Juelsgaard,Jersey Style Long Sleeve Shirt - M,FALSE,TRUE,5,0,2025-08,#1949_0_1762470585408
#1949,JERSEY20,8/8/2025 17:15,Truman Juelsgaard | Jersey Style Dad Hat,Truman Juelsgaard,Jersey Style Dad Hat,FALSE,TRUE,5,0,2025-08,#1949_1_1762470585408
#1948,None,8/7/2025 11:45,Kenneth Fields | Jersey Style Shirt - L / Red,Kenneth Fields,Jersey Style Shirt - L / Red,FALSE,FALSE,5,5,2025-08,#1948_0_1762470585408
#1948,None,8/7/2025 11:45,Kenneth Fields | Jersey Style Performance Shorts - L,Kenneth Fields,Jersey Style Performance Shorts - L,FALSE,FALSE,5,5,2025-08,#1948_1_1762470585408
#1948,None,8/7/2025 11:45,Kenneth Fields | Jersey Style Hoodie - L / Vintage Black,Kenneth Fields,Jersey Style Hoodie - L / Vintage Black,FALSE,FALSE,5,5,2025-08,#1948_2_1762470585408
#1948,None,8/7/2025 11:45,Kenneth Fields | Game Day Jersey - S,Kenneth Fields,Game Day Jersey - S,TRUE,FALSE,10,10,2025-08,#1948_3_1762470585408
#1948,None,8/7/2025 11:45,Kenneth Fields | Jersey Style Reversible Bucket Hat - S/M,Kenneth Fields,Jersey Style Reversible Bucket Hat - S/M,FALSE,FALSE,5,5,2025-08,#1948_4_1762470585408
#1948,None,8/7/2025 11:45,Kenneth Fields | Jersey Style Performance Shorts - S,Kenneth Fields,Jersey Style Performance Shorts - S,FALSE,FALSE,5,5,2025-08,#1948_5_1762470585408
#1948,None,8/7/2025 11:45,Kenneth Fields | Jersey Style Hoodie - S / Vintage Black,Kenneth Fields,Jersey Style Hoodie - S / Vintage Black,FALSE,FALSE,5,5,2025-08,#1948_6_1762470585408
#1947,None,8/7/2025 8:13,Kenneth Fields | Jersey Style Shirt - L / Red,Kenneth Fields,Jersey Style Shirt - L / Red,FALSE,FALSE,5,5,2025-08,#1947_0_1762470585408
#1947,None,8/7/2025 8:13,Kenneth Fields | Jersey Style Performance Shorts - L,Kenneth Fields,Jersey Style Performance Shorts - L,FALSE,FALSE,5,5,2025-08,#1947_1_1762470585408
#1947,None,8/7/2025 8:13,Kenneth Fields | Jersey Style Hoodie - L / Vintage Black,Kenneth Fields,Jersey Style Hoodie - L / Vintage Black,FALSE,FALSE,5,5,2025-08,#1947_2_1762470585408
#1947,None,8/7/2025 8:13,Kenneth Fields | Jersey Style Reversible Bucket Hat - S/M,Kenneth Fields,Jersey Style Reversible Bucket Hat - S/M,FALSE,FALSE,5,5,2025-08,#1947_3_1762470585408
#1946,JERSEY20,8/6/2025 16:33,Jalen Royal-Eiland | Jersey Style Snapback Hat - Purple / Black / Black,Jalen Royal-Eiland,Jersey Style Snapback Hat - Purple / Black / Black,FALSE,TRUE,5,0,2025-08,#1946_0_1762470585408
#1946,JERSEY20,8/6/2025 16:33,Jalen Royal-Eiland | Jersey Style Hoodie - L,Jalen Royal-Eiland,Jersey Style Hoodie - L,FALSE,TRUE,5,0,2025-08,#1946_1_1762470585408
#1946,JERSEY20,8/6/2025 16:33,Jalen Royal-Eiland | Jersey Style Long Sleeve Shirt - L,Jalen Royal-Eiland,Jersey Style Long Sleeve Shirt - L,FALSE,TRUE,5,0,2025-08,#1946_2_1762470585408
#1946,JERSEY20,8/6/2025 16:33,Jalen Royal-Eiland | Jersey Style Snapback Hat - Black / White / White,Jalen Royal-Eiland,Jersey Style Snapback Hat - Black / White / White,FALSE,TRUE,5,0,2025-08,#1946_3_1762470585408
#1945,None,8/6/2025 9:18,Makayla Brown | Jersey Style Shirt - 4XL,Makayla Brown,Jersey Style Shirt - 4XL,FALSE,FALSE,5,5,2025-08,#1945_0_1762470585408
#1944,None,8/5/2025 9:16,Golden Hulk | Tank Top - White / XL,Golden Hulk,Tank Top - White / XL,FALSE,FALSE,5,5,2025-08,#1944_0_1762470585408
#1944,None,8/5/2025 9:16,Golden Hulk | Tank Top - Black / XL,Golden Hulk,Tank Top - Black / XL,FALSE,FALSE,5,5,2025-08,#1944_1_1762470585408
#1943,None,8/4/2025 20:08,Mandy Jenkins | Jersey Style Long Sleeve Shirt - L / White,Mandy Jenkins,Jersey Style Long Sleeve Shirt - L / White,FALSE,FALSE,5,5,2025-08,#1943_0_1762470585408
#1942,None,8/4/2025 19:44,Amaria Daniel | Jersey Style Women’s High-Waisted Tee - M / Vintage Black,Amaria Daniel,Jersey Style Women’s High-Waisted Tee - M / Vintage Black,FALSE,FALSE,5,5,2025-08,#1942_0_1762470585408
#1941,None,8/4/2025 18:38,Mandy Jenkins | Jersey Style Shirt - L / Red,Mandy Jenkins,Jersey Style Shirt - L / Red,FALSE,FALSE,5,5,2025-08,#1941_0_1762470585408
#1940,None,8/3/2025 20:33,Adrienne Rivera | Jersey Style Long Sleeve Shirt - XL / Indigo Blue,Adrienne Rivera,Jersey Style Long Sleeve Shirt - XL / Indigo Blue,FALSE,FALSE,5,5,2025-08,#1940_0_1762470585408
#1940,None,8/3/2025 20:33,Adrienne Rivera | Jersey Style Hoodie - XL / Navy Blazer,Adrienne Rivera,Jersey Style Hoodie - XL / Navy Blazer,FALSE,FALSE,5,5,2025-08,#1940_1_1762470585408
#1940,None,8/3/2025 20:33,Adrienne Rivera | Jersey Style Hoodie - 2XL / Navy Blazer,Adrienne Rivera,Jersey Style Hoodie - 2XL / Navy Blazer,FALSE,FALSE,5,5,2025-08,#1940_2_1762470585408
#1939,None,8/2/2025 18:50,Truman Juelsgaard | Jersey Style Crop Top - XS,Truman Juelsgaard,Jersey Style Crop Top - XS,FALSE,FALSE,5,5,2025-08,#1939_0_1762470585408
#1939,None,8/2/2025 18:50,Truman Juelsgaard | Jersey Style Hoodie - 2XL,Truman Juelsgaard,Jersey Style Hoodie - 2XL,FALSE,FALSE,5,5,2025-08,#1939_1_1762470585408
#1939,None,8/2/2025 18:50,Truman Juelsgaard | Game Day Jersey - L,Truman Juelsgaard,Game Day Jersey - L,TRUE,FALSE,10,10,2025-08,#1939_2_1762470585408
#1939,None,8/2/2025 18:50,Truman Juelsgaard | Game Day Jersey - S,Truman Juelsgaard,Game Day Jersey - S,TRUE,FALSE,10,10,2025-08,#1939_3_1762470585408
